"GEO_ID","NAME","S2801_C01_001E","S2801_C01_001M","S2801_C01_002E","S2801_C01_002M","S2801_C01_003E","S2801_C01_003M","S2801_C01_004E","S2801_C01_004M","S2801_C01_005E","S2801_C01_005M","S2801_C01_006E","S2801_C01_006M","S2801_C01_007E","S2801_C01_007M","S2801_C01_008E","S2801_C01_008M","S2801_C01_009E","S2801_C01_009M","S2801_C01_010E","S2801_C01_010M","S2801_C01_011E","S2801_C01_011M","S2801_C01_012E","S2801_C01_012M","S2801_C01_013E","S2801_C01_013M","S2801_C01_014E","S2801_C01_014M","S2801_C01_015E","S2801_C01_015M","S2801_C01_016E","S2801_C01_016M","S2801_C01_017E","S2801_C01_017M","S2801_C01_018E","S2801_C01_018M","S2801_C01_019E","S2801_C01_019M","S2801_C01_020E","S2801_C01_020M","S2801_C01_021E","S2801_C01_021M","S2801_C01_022E","S2801_C01_022M","S2801_C01_023E","S2801_C01_023M","S2801_C01_024E","S2801_C01_024M","S2801_C01_025E","S2801_C01_025M","S2801_C01_026E","S2801_C01_026M","S2801_C01_027E","S2801_C01_027M","S2801_C01_028E","S2801_C01_028M","S2801_C01_029E","S2801_C01_029M","S2801_C01_030E","S2801_C01_030M","S2801_C01_031E","S2801_C01_031M","S2801_C02_001E","S2801_C02_001M","S2801_C02_002E","S2801_C02_002M","S2801_C02_003E","S2801_C02_003M","S2801_C02_004E","S2801_C02_004M","S2801_C02_005E","S2801_C02_005M","S2801_C02_006E","S2801_C02_006M","S2801_C02_007E","S2801_C02_007M","S2801_C02_008E","S2801_C02_008M","S2801_C02_009E","S2801_C02_009M","S2801_C02_010E","S2801_C02_010M","S2801_C02_011E","S2801_C02_011M","S2801_C02_012E","S2801_C02_012M","S2801_C02_013E","S2801_C02_013M","S2801_C02_014E","S2801_C02_014M","S2801_C02_015E","S2801_C02_015M","S2801_C02_016E","S2801_C02_016M","S2801_C02_017E","S2801_C02_017M","S2801_C02_018E","S2801_C02_018M","S2801_C02_019E","S2801_C02_019M","S2801_C02_020E","S2801_C02_020M","S2801_C02_021E","S2801_C02_021M","S2801_C02_022E","S2801_C02_022M","S2801_C02_023E","S2801_C02_023M","S2801_C02_024E","S2801_C02_024M","S2801_C02_025E","S2801_C02_025M","S2801_C02_026E","S2801_C02_026M","S2801_C02_027E","S2801_C02_027M","S2801_C02_028E","S2801_C02_028M","S2801_C02_029E","S2801_C02_029M","S2801_C02_030E","S2801_C02_030M","S2801_C02_031E","S2801_C02_031M"
"0500000US41067","Washington County, Oregon","225955","2051","219361","2532","199725","3137","7970","1429","205625","2804","10835","1994","162669","4179","1818","760","6745","1358","0","207","6594","1522","209701","3128","546","322","209155","3124","192010","3439","19366","2644","183966","3999","11282","2047","16254","2248","17036","2414","107","141","13193","1852","3736","1418","85129","3573","132","138","76562","3800","8435","1839","123790","3562","307","224","119400","3458","4083","1167","(X)","(X)","97.1","0.7","88.4","1.2","3.5","0.6","91.0","0.9","4.8","0.9","72.0","1.8","0.8","0.3","3.0","0.6","0.0","0.1","2.9","0.7","92.8","1.0","0.2","0.1","92.6","1.0","85.0","1.3","8.6","1.2","81.4","1.6","5.0","0.9","7.2","1.0","(X)","(X)","0.6","0.8","77.4","6.8","21.9","6.8","(X)","(X)","0.2","0.2","89.9","2.2","9.9","2.1","(X)","(X)","0.2","0.2","96.5","0.9","3.3","0.9"
"0500000US41071","Yamhill County, Oregon","37235","860","34198","1218","30714","1346","2138","686","30324","1251","863","365","25112","1664","377","220","1072","537","0","207","3037","934","31400","1324","185","163","31215","1334","28362","1403","3118","887","24616","1532","3940","1001","5835","1065","5846","1164","73","127","3815","951","1958","672","15547","1661","60","97","12751","1547","2736","914","15842","1713","52","72","14649","1461","1141","655","(X)","(X)","91.8","2.5","82.5","3.1","5.7","1.8","81.4","2.6","2.3","1.0","67.4","4.2","1.0","0.6","2.9","1.4","0.0","0.5","8.2","2.5","84.3","2.9","0.5","0.4","83.8","2.9","76.2","3.1","8.4","2.4","66.1","3.7","10.6","2.7","15.7","2.9","(X)","(X)","1.2","2.1","65.3","9.9","33.5","9.5","(X)","(X)","0.4","0.6","82.0","5.4","17.6","5.4","(X)","(X)","0.3","0.4","92.5","3.8","7.2","3.8"
"0500000US42001","Adams County, Pennsylvania","39570","857","35438","994","30095","1208","2662","568","30854","1038","2979","831","22515","1266","402","233","1179","512","75","92","4132","659","34439","1110","613","303","33826","1110","29431","1119","4663","877","27641","1375","2421","509","5131","780","4799","895","36","60","3126","724","1637","540","18465","1172","469","245","14968","1154","3028","643","16306","1128","108","111","15732","1120","466","237","(X)","(X)","89.6","1.6","76.1","2.4","6.7","1.4","78.0","2.3","7.5","2.1","56.9","3.2","1.0","0.6","3.0","1.3","0.2","0.2","10.4","1.6","87.0","2.0","1.5","0.8","85.5","2.1","74.4","2.5","11.8","2.2","69.9","3.4","6.1","1.3","13.0","2.0","(X)","(X)","0.8","1.2","65.1","9.0","34.1","9.1","(X)","(X)","2.5","1.4","81.1","3.5","16.4","3.2","(X)","(X)","0.7","0.7","96.5","1.6","2.9","1.4"
"0500000US42003","Allegheny County, Pennsylvania","543369","4280","492748","5079","423214","6518","27875","2267","442876","5537","37644","3511","341169","5846","8096","1386","10712","1477","74","86","50621","3552","473780","5186","962","421","472818","5257","416477","5174","50968","3586","414898","5712","13729","1670","69589","3711","88445","4232","246","167","60185","3202","28014","2601","231775","5714","677","350","196618","5793","34480","2357","223149","5300","39","65","216015","5247","7095","1371","(X)","(X)","90.7","0.6","77.9","1.0","5.1","0.4","81.5","0.8","6.9","0.6","62.8","0.9","1.5","0.3","2.0","0.3","0.0","0.1","9.3","0.6","87.2","0.7","0.2","0.1","87.0","0.7","76.6","0.7","9.4","0.7","76.4","0.9","2.5","0.3","12.8","0.7","(X)","(X)","0.3","0.2","68.0","2.3","31.7","2.3","(X)","(X)","0.3","0.2","84.8","1.0","14.9","1.0","(X)","(X)","0.0","0.1","96.8","0.6","3.2","0.6"
"0500000US42005","Armstrong County, Pennsylvania","27332","742","23305","803","19398","828","2027","504","19212","1074","1877","445","15455","964","739","281","730","273","47","78","4027","497","21575","915","192","98","21383","929","17721","982","2097","419","18157","957","1898","366","5757","672","4727","644","38","48","2317","462","2372","521","13663","981","116","77","10406","951","3141","559","8942","858","38","37","8660","863","244","144","(X)","(X)","85.3","1.8","71.0","2.5","7.4","1.9","70.3","3.0","6.9","1.6","56.5","3.0","2.7","1.0","2.7","1.0","0.2","0.3","14.7","1.8","78.9","2.4","0.7","0.4","78.2","2.4","64.8","3.2","7.7","1.5","66.4","2.9","6.9","1.3","21.1","2.4","(X)","(X)","0.8","1.0","49.0","7.8","50.2","8.0","(X)","(X)","0.8","0.6","76.2","3.9","23.0","3.9","(X)","(X)","0.4","0.4","96.8","1.7","2.7","1.6"
"0500000US42007","Beaver County, Pennsylvania","73059","1422","65150","1592","53728","2146","4732","839","57535","1749","7012","1419","41647","2151","502","183","1148","421","0","177","7909","971","61168","1802","321","168","60847","1804","51441","1884","5626","775","52672","2022","3548","820","11891","1352","11882","1244","0","177","6971","1077","4911","924","35205","1764","234","143","28591","1809","6380","1040","25972","1830","87","95","25285","1741","600","333","(X)","(X)","89.2","1.3","73.5","2.4","6.5","1.2","78.8","1.7","9.6","1.9","57.0","2.8","0.7","0.2","1.6","0.6","0.0","0.2","10.8","1.3","83.7","1.8","0.4","0.2","83.3","1.8","70.4","2.2","7.7","1.0","72.1","2.3","4.9","1.1","16.3","1.8","(X)","(X)","0.0","1.1","58.7","6.6","41.3","6.6","(X)","(X)","0.7","0.4","81.2","2.8","18.1","2.9","(X)","(X)","0.3","0.4","97.4","1.3","2.3","1.2"
"0500000US42011","Berks County, Pennsylvania","157006","1788","140835","2153","116958","2372","8395","1374","125895","2342","13401","1898","93271","3426","2199","854","4753","1170","151","154","16171","1903","130768","2365","808","415","129960","2428","114366","2301","16168","1901","109617","2869","6470","1009","26238","2107","19841","2115","62","90","12227","1699","7552","1419","71477","2891","659","384","55779","2868","15039","1438","65688","2683","87","90","61954","2612","3647","1011","(X)","(X)","89.7","1.2","74.5","1.5","5.3","0.9","80.2","1.4","8.5","1.2","59.4","2.1","1.4","0.5","3.0","0.7","0.1","0.1","10.3","1.2","83.3","1.3","0.5","0.3","82.8","1.4","72.8","1.4","10.3","1.2","69.8","1.7","4.1","0.6","16.7","1.3","(X)","(X)","0.3","0.5","61.6","5.7","38.1","5.7","(X)","(X)","0.9","0.5","78.0","2.1","21.0","1.9","(X)","(X)","0.1","0.1","94.3","1.5","5.6","1.5"
"0500000US42013","Blair County, Pennsylvania","51096","1366","44563","1471","36405","1627","3524","710","38250","1683","5835","1215","23004","1389","823","446","446","214","0","177","6533","1089","41511","1472","52","42","41459","1472","34637","1620","5934","1082","33614","1766","2608","654","9585","1213","10467","1668","0","177","5875","1209","4592","989","23723","1870","37","35","19597","1775","4089","747","16906","1823","15","23","15987","1756","904","359","(X)","(X)","87.2","2.1","71.2","2.9","6.9","1.4","74.9","2.7","11.4","2.4","45.0","2.6","1.6","0.9","0.9","0.4","0.0","0.3","12.8","2.1","81.2","2.2","0.1","0.1","81.1","2.2","67.8","2.8","11.6","2.1","65.8","3.1","5.1","1.3","18.8","2.2","(X)","(X)","0.0","1.2","56.1","6.8","43.9","6.8","(X)","(X)","0.2","0.1","82.6","3.0","17.2","3.0","(X)","(X)","0.1","0.1","94.6","2.0","5.3","2.0"
"0500000US42017","Bucks County, Pennsylvania","239962","2009","224426","2819","204804","3470","10311","1402","205377","2963","9986","1624","171064","3563","2595","724","4857","855","0","177","15536","1895","217178","2955","409","252","216769","2973","197994","2975","16598","1838","197828","3270","5871","1020","22784","2321","18478","1848","150","131","11682","1449","6646","1509","83857","3257","143","145","71527","3209","12187","1679","137627","3388","116","138","133560","3381","3951","1123","(X)","(X)","93.5","0.8","85.3","1.2","4.3","0.6","85.6","0.9","4.2","0.7","71.3","1.4","1.1","0.3","2.0","0.4","0.0","0.1","6.5","0.8","90.5","1.0","0.2","0.1","90.3","1.0","82.5","1.0","6.9","0.8","82.4","1.2","2.4","0.4","9.5","1.0","(X)","(X)","0.8","0.7","63.2","6.5","36.0","6.5","(X)","(X)","0.2","0.2","85.3","1.9","14.5","1.9","(X)","(X)","0.1","0.1","97.0","0.8","2.9","0.8"
"0500000US42019","Butler County, Pennsylvania","77764","1516","69909","1703","60829","1877","4482","829","61311","1809","3951","848","49573","1821","1693","596","1215","418","0","177","7855","1133","67419","1648","479","238","66940","1656","58070","1794","6935","1125","57732","1806","3936","700","10345","1196","9760","1178","119","166","6290","1017","3351","711","32965","2050","243","114","26624","1761","6098","1056","35039","1567","117","110","34026","1621","896","363","(X)","(X)","89.9","1.4","78.2","2.0","5.8","1.0","78.8","2.0","5.1","1.1","63.7","2.1","2.2","0.8","1.6","0.5","0.0","0.2","10.1","1.4","86.7","1.5","0.6","0.3","86.1","1.5","74.7","1.9","8.9","1.4","74.2","2.1","5.1","0.9","13.3","1.5","(X)","(X)","1.2","1.7","64.4","6.4","34.3","6.4","(X)","(X)","0.7","0.4","80.8","2.8","18.5","2.8","(X)","(X)","0.3","0.3","97.1","1.1","2.6","1.0"
"0500000US42021","Cambria County, Pennsylvania","56483","1494","47274","1622","38595","1760","4282","731","38898","1822","4438","817","30829","1557","1522","543","1312","373","35","42","9209","1121","44162","1776","223","158","43939","1768","36622","1783","6432","838","35541","1629","2087","507","12321","1360","11562","1276","0","177","6637","991","4925","907","28435","1710","179","145","22107","1577","6149","897","16486","1316","44","45","15195","1296","1247","582","(X)","(X)","83.7","1.9","68.3","2.6","7.6","1.3","68.9","2.4","7.9","1.4","54.6","2.5","2.7","1.0","2.3","0.7","0.1","0.1","16.3","1.9","78.2","2.3","0.4","0.3","77.8","2.3","64.8","2.4","11.4","1.4","62.9","2.5","3.7","0.9","21.8","2.3","(X)","(X)","0.0","1.1","57.4","6.1","42.6","6.1","(X)","(X)","0.6","0.5","77.7","2.8","21.6","2.9","(X)","(X)","0.3","0.3","92.2","3.5","7.6","3.4"
"0500000US42025","Carbon County, Pennsylvania","25177","1435","22212","1388","18196","1430","2232","884","18649","1486","1703","661","15432","1475","683","452","466","289","0","177","2965","677","20790","1447","27","34","20763","1449","17176","1486","2259","636","17779","1352","928","541","4387","762","3756","842","0","177","2141","639","1615","515","12310","1338","11","19","9728","1360","2571","688","9111","1386","16","29","8894","1373","201","188","(X)","(X)","88.2","2.6","72.3","4.5","8.9","3.5","74.1","3.9","6.8","2.6","61.3","4.6","2.7","1.8","1.9","1.1","0.0","0.5","11.8","2.6","82.6","2.9","0.1","0.1","82.5","2.9","68.2","4.0","9.0","2.5","70.6","3.6","3.7","2.1","17.4","2.9","(X)","(X)","0.0","3.4","57.0","10.6","43.0","10.6","(X)","(X)","0.1","0.2","79.0","5.5","20.9","5.5","(X)","(X)","0.2","0.3","97.6","2.1","2.2","2.1"
"0500000US42027","Centre County, Pennsylvania","58514","1797","54021","1852","49856","1987","4043","1056","48064","2020","1908","584","37176","2203","443","213","2330","772","0","177","4493","835","49722","2032","384","329","49338","2052","43946","2127","5193","1050","42725","2127","2528","575","8792","1244","11429","1840","204","313","8174","1523","3051","941","24657","1943","180","148","19821","1926","4656","900","22428","1901","0","177","21343","1865","1085","522","(X)","(X)","92.3","1.4","85.2","1.8","6.9","1.8","82.1","2.2","3.3","1.0","63.5","3.1","0.8","0.4","4.0","1.3","0.0","0.2","7.7","1.4","85.0","2.1","0.7","0.6","84.3","2.2","75.1","2.7","8.9","1.8","73.0","2.6","4.3","1.0","15.0","2.1","(X)","(X)","1.8","2.8","71.5","7.1","26.7","6.9","(X)","(X)","0.7","0.6","80.4","3.6","18.9","3.6","(X)","(X)","0.0","0.6","95.2","2.3","4.8","2.3"
"0500000US42029","Chester County, Pennsylvania","192746","1895","181591","2208","166158","2983","7764","1229","167691","2848","8626","1754","135540","2969","911","353","4973","1028","69","112","11155","1550","174861","2495","535","338","174326","2493","153097","3462","14066","1519","157244","3095","5045","1090","17885","2088","14629","1668","118","195","9848","1429","4663","1257","58669","3300","339","272","49055","3121","9275","1523","119448","2963","78","79","115423","2986","3947","1066","(X)","(X)","94.2","0.8","86.2","1.3","4.0","0.6","87.0","1.1","4.5","0.9","70.3","1.5","0.5","0.2","2.6","0.5","0.0","0.1","5.8","0.8","90.7","1.1","0.3","0.2","90.4","1.1","79.4","1.6","7.3","0.8","81.6","1.4","2.6","0.6","9.3","1.1","(X)","(X)","0.8","1.3","67.3","7.3","31.9","7.3","(X)","(X)","0.6","0.5","83.6","2.5","15.8","2.4","(X)","(X)","0.1","0.1","96.6","0.9","3.3","0.9"
"0500000US42033","Clearfield County, Pennsylvania","31992","1190","27618","1241","23184","1268","2617","597","23106","1294","1962","566","17810","1287","717","313","561","297","0","177","4374","577","25434","1381","260","184","25174","1372","20851","1433","4260","805","19394","1184","1899","472","6558","908","6716","1050","15","24","3644","775","3057","712","16411","1335","245","182","13112","1290","3054","557","8865","1074","0","177","8418","1086","447","319","(X)","(X)","86.3","1.8","72.5","2.8","8.2","1.9","72.2","2.5","6.1","1.8","55.7","3.0","2.2","1.0","1.8","0.9","0.0","0.4","13.7","1.8","79.5","2.8","0.8","0.6","78.7","2.8","65.2","3.2","13.3","2.4","60.6","3.0","5.9","1.5","20.5","2.8","(X)","(X)","0.2","0.4","54.3","7.9","45.5","7.9","(X)","(X)","1.5","1.1","79.9","3.4","18.6","3.3","(X)","(X)","0.0","1.5","95.0","3.6","5.0","3.6"
"0500000US42037","Columbia County, Pennsylvania","26655","931","23104","1160","19198","1106","2243","548","19519","1093","2342","691","14129","952","354","192","354","150","18","31","3551","815","21225","1234","192","121","21033","1229","18040","1170","4459","871","15348","1213","1444","396","5430","952","4818","909","85","107","2536","755","2197","675","13596","1148","69","59","10578","1078","2949","829","8241","914","38","38","7919","870","284","166","(X)","(X)","86.7","3.0","72.0","3.7","8.4","2.0","73.2","3.2","8.8","2.5","53.0","3.2","1.3","0.7","1.3","0.6","0.1","0.1","13.3","3.0","79.6","3.5","0.7","0.5","78.9","3.5","67.7","3.6","16.7","3.1","57.6","4.1","5.4","1.5","20.4","3.5","(X)","(X)","1.8","2.3","52.6","11.6","45.6","11.8","(X)","(X)","0.5","0.4","77.8","5.6","21.7","5.5","(X)","(X)","0.5","0.5","96.1","1.9","3.4","1.9"
"0500000US42039","Crawford County, Pennsylvania","34386","1219","30534","1271","25667","1353","3040","489","24617","1270","2273","611","20165","1252","782","426","855","257","45","74","3852","465","28780","1239","344","179","28436","1261","23015","1328","4575","785","22761","1160","1700","365","5606","654","5421","853","47","80","3455","680","1919","430","18584","1217","297","160","15047","1122","3240","474","10381","1114","0","177","9934","1102","447","155","(X)","(X)","88.8","1.4","74.6","2.8","8.8","1.4","71.6","2.2","6.6","1.7","58.6","2.7","2.3","1.2","2.5","0.7","0.1","0.2","11.2","1.4","83.7","1.9","1.0","0.5","82.7","1.9","66.9","2.8","13.3","2.2","66.2","2.4","4.9","1.0","16.3","1.9","(X)","(X)","0.9","1.5","63.7","6.6","35.4","6.4","(X)","(X)","1.6","0.9","81.0","2.4","17.4","2.3","(X)","(X)","0.0","1.2","95.7","1.5","4.3","1.5"
"0500000US42041","Cumberland County, Pennsylvania","102243","1505","93642","2134","85091","2246","6193","1196","81786","2370","4003","957","65500","2917","1950","879","2077","642","0","177","8601","1509","89251","2062","496","297","88755","2091","78317","2010","7752","1264","78535","2455","4158","880","12992","1605","9292","1410","0","177","5709","1080","3583","1036","45055","2502","424","285","37586","2364","7045","1144","47896","2414","72","82","45460","2453","2364","747","(X)","(X)","91.6","1.5","83.2","1.9","6.1","1.2","80.0","1.9","3.9","0.9","64.1","2.7","1.9","0.9","2.0","0.6","0.0","0.1","8.4","1.5","87.3","1.6","0.5","0.3","86.8","1.6","76.6","1.8","7.6","1.3","76.8","2.0","4.1","0.9","12.7","1.6","(X)","(X)","0.0","1.4","61.4","8.6","38.6","8.6","(X)","(X)","0.9","0.6","83.4","2.5","15.6","2.4","(X)","(X)","0.2","0.2","94.9","1.6","4.9","1.6"
"0500000US42043","Dauphin County, Pennsylvania","112559","2336","100349","2955","82698","3126","7053","1133","88646","2955","10425","1829","61326","3268","1922","893","5636","1328","120","148","12210","1968","93601","2654","472","326","93129","2725","80418","3248","12774","1606","78163","2985","4893","1167","18958","2058","15135","2033","233","264","9710","1545","5192","1165","54586","2998","232","173","43228","2952","11126","1623","42838","2526","7","11","40191","2525","2640","838","(X)","(X)","89.2","1.7","73.5","2.4","6.3","1.0","78.8","2.0","9.3","1.6","54.5","2.7","1.7","0.8","5.0","1.2","0.1","0.1","10.8","1.7","83.2","1.8","0.4","0.3","82.7","1.8","71.4","2.5","11.3","1.4","69.4","2.3","4.3","1.1","16.8","1.8","(X)","(X)","1.5","1.7","64.2","5.8","34.3","6.0","(X)","(X)","0.4","0.3","79.2","2.9","20.4","2.8","(X)","(X)","0.0","0.1","93.8","1.9","6.2","1.9"
"0500000US42045","Delaware County, Pennsylvania","207499","2560","192335","3102","164158","3568","9066","1298","175508","3174","17987","2281","135813","3892","2045","574","4022","883","0","177","15164","1781","183354","3267","320","338","183034","3234","165150","3396","17394","1913","163496","3436","4888","1057","24145","2348","23624","2286","0","177","16321","2062","7303","1228","84393","3411","200","299","70261","3672","13932","1815","99482","3122","120","118","96452","3026","2910","821","(X)","(X)","92.7","0.9","79.1","1.4","4.4","0.6","84.6","1.1","8.7","1.1","65.5","1.7","1.0","0.3","1.9","0.4","0.0","0.1","7.3","0.9","88.4","1.1","0.2","0.2","88.2","1.1","79.6","1.3","8.4","0.9","78.8","1.3","2.4","0.5","11.6","1.1","(X)","(X)","0.0","0.5","69.1","4.8","30.9","4.8","(X)","(X)","0.2","0.4","83.3","2.2","16.5","2.2","(X)","(X)","0.1","0.1","97.0","0.8","2.9","0.8"
"0500000US42049","Erie County, Pennsylvania","109797","2244","99226","2406","80567","2742","6246","1100","86883","2412","12018","1790","64390","2942","2022","685","2518","790","14","22","10571","1486","93662","2327","1034","558","92628","2387","80066","2421","13957","1629","75768","2839","5546","948","16135","1946","19973","2010","213","197","13943","1683","5817","1119","56131","2804","757","483","46267","2866","9107","1419","33693","2281","64","82","32418","2244","1211","468","(X)","(X)","90.4","1.3","73.4","2.1","5.7","1.0","79.1","1.6","10.9","1.6","58.6","2.3","1.8","0.6","2.3","0.7","0.0","0.1","9.6","1.3","85.3","1.7","0.9","0.5","84.4","1.8","72.9","1.9","12.7","1.5","69.0","2.1","5.1","0.9","14.7","1.7","(X)","(X)","1.1","1.0","69.8","4.7","29.1","4.7","(X)","(X)","1.3","0.9","82.4","2.7","16.2","2.5","(X)","(X)","0.2","0.2","96.2","1.4","3.6","1.4"
"0500000US42051","Fayette County, Pennsylvania","56085","1508","46577","1710","36597","1814","3227","637","40673","1740","4995","1002","30892","1906","889","371","806","288","45","75","9508","1412","43829","1699","267","218","43562","1677","37872","1797","7414","1275","34163","1924","2584","701","12256","1440","10931","1541","24","39","5664","1009","5243","1209","26293","1913","159","190","20366","1863","5768","958","18861","1417","84","102","17532","1479","1245","396","(X)","(X)","83.0","2.4","65.3","2.9","5.8","1.1","72.5","2.6","8.9","1.8","55.1","2.9","1.6","0.7","1.4","0.5","0.1","0.1","17.0","2.4","78.1","2.4","0.5","0.4","77.7","2.4","67.5","2.6","13.2","2.3","60.9","2.9","4.6","1.3","21.9","2.4","(X)","(X)","0.2","0.4","51.8","7.4","48.0","7.4","(X)","(X)","0.6","0.7","77.5","3.4","21.9","3.6","(X)","(X)","0.4","0.5","93.0","2.3","6.6","2.1"
"0500000US42055","Franklin County, Pennsylvania","59834","1413","52587","1558","45347","1763","4266","1165","45295","1879","3479","950","36216","1932","393","275","1525","595","111","175","7247","1080","49069","1885","615","404","48454","1880","42087","1889","5954","1373","40162","2095","3841","1010","10765","1478","9036","1773","133","166","4056","1151","4847","1328","28853","1900","291","295","24215","1712","4347","966","21945","2006","191","181","20183","1978","1571","639","(X)","(X)","87.9","1.8","75.8","2.3","7.1","1.9","75.7","3.0","5.8","1.6","60.5","3.1","0.7","0.5","2.5","1.0","0.2","0.3","12.1","1.8","82.0","2.4","1.0","0.7","81.0","2.4","70.3","2.7","10.0","2.3","67.1","3.1","6.4","1.7","18.0","2.4","(X)","(X)","1.5","1.9","44.9","9.6","53.6","9.7","(X)","(X)","1.0","1.0","83.9","3.1","15.1","3.1","(X)","(X)","0.9","0.8","92.0","2.8","7.2","2.8"
"0500000US42063","Indiana County, Pennsylvania","33098","1741","28166","1780","24232","1941","2715","656","24136","1691","2331","576","18188","1383","353","233","838","357","0","177","4932","841","26172","1777","203","162","25969","1794","21849","1879","4832","907","19024","1767","2454","569","6926","947","6562","1118","12","23","3730","973","2820","546","16372","1601","176","157","12635","1515","3561","696","10164","1191","15","25","9604","1156","545","192","(X)","(X)","85.1","2.5","73.2","3.5","8.2","1.9","72.9","2.8","7.0","1.8","55.0","3.0","1.1","0.7","2.5","1.1","0.0","0.4","14.9","2.5","79.1","2.8","0.6","0.5","78.5","2.9","66.0","3.5","14.6","2.7","57.5","3.9","7.4","1.6","20.9","2.8","(X)","(X)","0.2","0.4","56.8","7.8","43.0","7.8","(X)","(X)","1.1","1.0","77.2","4.2","21.8","4.1","(X)","(X)","0.1","0.2","94.5","1.8","5.4","1.8"
"0500000US42069","Lackawanna County, Pennsylvania","88268","1973","78054","2314","65752","2337","4575","909","69753","2339","7190","1237","50365","2518","1279","524","1324","429","0","177","10214","1407","74233","2436","778","442","73455","2377","62935","2452","9426","1327","62294","2580","2817","645","14035","1526","16558","1670","153","162","10338","1270","6067","1130","43846","2016","534","415","36175","2010","7137","1112","27864","1827","91","94","26942","1861","831","405","(X)","(X)","88.4","1.6","74.5","2.1","5.2","1.0","79.0","1.8","8.1","1.4","57.1","2.5","1.4","0.6","1.5","0.5","0.0","0.1","11.6","1.6","84.1","1.7","0.9","0.5","83.2","1.8","71.3","2.1","10.7","1.5","70.6","2.4","3.2","0.7","15.9","1.7","(X)","(X)","0.9","1.0","62.4","5.2","36.6","5.3","(X)","(X)","1.2","0.9","82.5","2.6","16.3","2.5","(X)","(X)","0.3","0.3","96.7","1.5","3.0","1.5"
"0500000US42071","Lancaster County, Pennsylvania","202490","2374","178584","2929","156746","3510","11255","1407","157781","3143","12336","1786","121359","3592","2258","862","5026","1240","71","117","23906","2359","164841","3538","983","412","163858","3609","145164","3737","18244","1930","141247","4075","6895","1206","37649","3083","22498","2191","19","32","12855","1730","9624","1430","91820","3000","685","359","70916","3082","20219","2374","88172","2971","279","201","80087","2797","7806","1689","(X)","(X)","88.2","1.1","77.4","1.5","5.6","0.7","77.9","1.2","6.1","0.9","59.9","1.6","1.1","0.4","2.5","0.6","0.0","0.1","11.8","1.1","81.4","1.5","0.5","0.2","80.9","1.5","71.7","1.5","9.0","1.0","69.8","1.8","3.4","0.6","18.6","1.5","(X)","(X)","0.1","0.1","57.1","5.0","42.8","5.0","(X)","(X)","0.7","0.4","77.2","2.5","22.0","2.4","(X)","(X)","0.3","0.2","90.8","1.8","8.9","1.8"
"0500000US42073","Lawrence County, Pennsylvania","37497","974","33138","1182","27459","1262","2264","551","28552","1332","3196","717","21504","1341","543","243","304","238","0","177","4359","717","31311","1274","144","91","31167","1274","25670","1286","4848","918","24859","1344","1382","456","6186","896","7829","1073","72","76","5071","965","2686","727","18490","1297","72","72","15717","1250","2701","638","11178","1169","0","177","10379","1139","799","337","(X)","(X)","88.4","1.9","73.2","2.7","6.0","1.5","76.1","2.6","8.5","1.9","57.3","3.0","1.4","0.7","0.8","0.6","0.0","0.3","11.6","1.9","83.5","2.4","0.4","0.2","83.1","2.4","68.5","2.9","12.9","2.4","66.3","3.1","3.7","1.2","16.5","2.4","(X)","(X)","0.9","1.0","64.8","8.2","34.3","8.3","(X)","(X)","0.4","0.4","85.0","3.2","14.6","3.3","(X)","(X)","0.0","1.2","92.9","2.9","7.1","2.9"
"0500000US42075","Lebanon County, Pennsylvania","54522","1090","48370","1420","41084","1541","3707","740","41594","1663","3312","957","35391","1753","791","377","1145","522","0","177","6152","1171","47676","1281","307","171","47369","1308","40641","1472","6317","1135","39575","1680","3253","940","6846","1064","7086","1250","109","126","5051","1093","1926","663","26250","1910","116","114","22011","1733","4123","883","21186","1722","82","104","20307","1709","797","361","(X)","(X)","88.7","2.1","75.4","2.5","6.8","1.4","76.3","2.5","6.1","1.7","64.9","3.0","1.5","0.7","2.1","1.0","0.0","0.2","11.3","2.1","87.4","1.9","0.6","0.3","86.9","2.0","74.5","2.3","11.6","2.1","72.6","2.9","6.0","1.7","12.6","1.9","(X)","(X)","1.5","1.8","71.3","8.4","27.2","8.1","(X)","(X)","0.4","0.4","83.9","3.0","15.7","3.0","(X)","(X)","0.4","0.5","95.9","1.7","3.8","1.7"
"0500000US42077","Lehigh County, Pennsylvania","138586","1987","125750","2472","105885","2769","6125","1186","114110","2579","11717","1965","87621","3290","1923","711","3470","1043","0","177","12836","1582","118578","2539","438","253","118140","2546","105672","2492","13386","2046","102366","3038","6195","1358","20008","1962","18152","2355","86","106","11803","1770","6263","1231","62692","3126","260","201","51588","3071","10844","1569","57742","2681","92","107","54749","2849","2901","924","(X)","(X)","90.7","1.1","76.4","1.8","4.4","0.8","82.3","1.5","8.5","1.4","63.2","2.2","1.4","0.5","2.5","0.7","0.0","0.1","9.3","1.1","85.6","1.4","0.3","0.2","85.2","1.4","76.3","1.6","9.7","1.5","73.9","1.9","4.5","1.0","14.4","1.4","(X)","(X)","0.5","0.6","65.0","5.0","34.5","5.1","(X)","(X)","0.4","0.3","82.3","2.4","17.3","2.4","(X)","(X)","0.2","0.2","94.8","1.6","5.0","1.6"
