"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C01_002E","S1901_C01_002M","S1901_C01_003E","S1901_C01_003M","S1901_C01_004E","S1901_C01_004M","S1901_C01_005E","S1901_C01_005M","S1901_C01_006E","S1901_C01_006M","S1901_C01_007E","S1901_C01_007M","S1901_C01_008E","S1901_C01_008M","S1901_C01_009E","S1901_C01_009M","S1901_C01_010E","S1901_C01_010M","S1901_C01_011E","S1901_C01_011M","S1901_C01_012E","S1901_C01_012M","S1901_C01_013E","S1901_C01_013M","S1901_C01_014E","S1901_C01_014M","S1901_C01_015E","S1901_C01_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_001E","S1901_C02_001M","S1901_C02_002E","S1901_C02_002M","S1901_C02_003E","S1901_C02_003M","S1901_C02_004E","S1901_C02_004M","S1901_C02_005E","S1901_C02_005M","S1901_C02_006E","S1901_C02_006M","S1901_C02_007E","S1901_C02_007M","S1901_C02_008E","S1901_C02_008M","S1901_C02_009E","S1901_C02_009M","S1901_C02_010E","S1901_C02_010M","S1901_C02_011E","S1901_C02_011M","S1901_C02_012E","S1901_C02_012M","S1901_C02_013E","S1901_C02_013M","S1901_C02_014E","S1901_C02_014M","S1901_C02_015E","S1901_C02_015M","S1901_C02_016E","S1901_C02_016M","S1901_C03_001E","S1901_C03_001M","S1901_C03_002E","S1901_C03_002M","S1901_C03_003E","S1901_C03_003M","S1901_C03_004E","S1901_C03_004M","S1901_C03_005E","S1901_C03_005M","S1901_C03_006E","S1901_C03_006M","S1901_C03_007E","S1901_C03_007M","S1901_C03_008E","S1901_C03_008M","S1901_C03_009E","S1901_C03_009M","S1901_C03_010E","S1901_C03_010M","S1901_C03_011E","S1901_C03_011M","S1901_C03_012E","S1901_C03_012M","S1901_C03_013E","S1901_C03_013M","S1901_C03_014E","S1901_C03_014M","S1901_C03_015E","S1901_C03_015M","S1901_C03_016E","S1901_C03_016M","S1901_C04_001E","S1901_C04_001M","S1901_C04_002E","S1901_C04_002M","S1901_C04_003E","S1901_C04_003M","S1901_C04_004E","S1901_C04_004M","S1901_C04_005E","S1901_C04_005M","S1901_C04_006E","S1901_C04_006M","S1901_C04_007E","S1901_C04_007M","S1901_C04_008E","S1901_C04_008M","S1901_C04_009E","S1901_C04_009M","S1901_C04_010E","S1901_C04_010M","S1901_C04_011E","S1901_C04_011M","S1901_C04_012E","S1901_C04_012M","S1901_C04_013E","S1901_C04_013M","S1901_C04_014E","S1901_C04_014M","S1901_C04_015E","S1901_C04_015M","S1901_C04_016E","S1901_C04_016M"
"0500000US42091","Montgomery County, Pennsylvania","313336","2722","3.4","0.5","2.5","0.5","5.5","0.6","5.9","0.6","8.9","0.7","15.7","1.0","13.6","1.0","17.9","1.0","11.8","0.8","14.9","0.9","90122","3055","124717","3021","30.6","(X)","(X)","(X)","(X)","(X)","217738","4404","1.6","0.4","0.9","0.3","2.7","0.6","4.2","0.8","6.9","0.8","14.2","1.1","13.8","1.1","21.0","1.2","15.1","1.0","19.6","1.2","111322","2803","148935","3989","(X)","(X)","30.8","(X)","(X)","(X)","176716","4281","0.7","0.3","0.3","0.2","1.6","0.4","2.9","0.6","5.8","0.9","12.5","1.2","13.8","1.3","22.2","1.4","17.0","1.2","23.2","1.4","125682","3593","165311","4741","(X)","(X)","(X)","(X)","(X)","(X)","95598","3769","8.3","1.3","6.6","1.3","11.8","1.5","10.4","1.4","14.2","1.7","18.7","1.8","12.8","1.6","10.0","1.4","3.6","0.9","3.6","0.7","48220","3033","65818","3600","(X)","(X)","(X)","(X)","29.0","(X)"
"0500000US42095","Northampton County, Pennsylvania","114996","1756","3.6","0.9","3.9","0.9","8.3","1.3","8.0","1.3","11.7","1.5","19.3","2.0","14.6","1.7","16.1","1.8","7.5","1.1","7.1","1.0","68591","3283","89577","4027","29.8","(X)","(X)","(X)","(X)","(X)","77576","2489","2.8","1.0","1.5","0.6","4.8","1.2","6.1","1.3","11.5","1.8","17.8","2.0","16.6","2.1","20.6","2.5","9.9","1.6","8.4","1.5","81651","4485","103706","5877","(X)","(X)","30.3","(X)","(X)","(X)","59789","2320","1.2","0.5","0.3","0.2","1.9","0.9","5.0","1.3","10.2","1.8","17.5","2.4","16.6","2.4","24.3","2.9","12.5","2.0","10.7","1.9","95842","4478","N","N","(X)","(X)","(X)","(X)","(X)","(X)","37420","2278","6.3","1.9","9.4","2.5","16.6","3.5","12.0","2.7","12.4","2.5","21.4","3.6","9.5","2.4","6.5","1.6","2.7","1.4","3.2","1.7","41237","4887","56762","6309","(X)","(X)","(X)","(X)","27.7","(X)"
"0500000US42097","Northumberland County, Pennsylvania","38816","1175","8.1","1.8","5.9","1.6","14.2","2.6","12.1","2.7","11.6","1.7","16.9","2.5","11.3","2.1","14.9","2.3","2.9","1.0","2.0","0.8","47160","4957","63208","4727","29.5","(X)","(X)","(X)","(X)","(X)","24812","1222","3.2","1.5","3.1","1.5","7.5","2.2","12.1","3.2","14.1","2.6","20.8","3.8","12.9","2.6","19.8","3.2","4.1","1.5","2.3","1.0","62810","4746","73686","4042","(X)","(X)","29.6","(X)","(X)","(X)","18760","1222","0.4","0.3","0.7","0.7","5.5","2.1","10.9","3.1","12.0","2.5","22.1","4.5","15.0","3.2","25.7","4.0","5.0","1.9","2.9","1.3","73072","4262","N","N","(X)","(X)","(X)","(X)","(X)","(X)","14004","1442","16.9","3.8","11.4","3.5","27.0","5.0","13.7","4.4","9.9","2.9","9.1","3.2","7.1","3.5","2.8","2.0","0.6","0.7","1.5","1.4","22305","2077","40192","10420","(X)","(X)","(X)","(X)","28.0","(X)"
"0500000US42101","Philadelphia County, Pennsylvania","608233","5554","13.1","0.7","6.1","0.6","11.8","0.7","10.1","0.7","11.7","0.8","16.6","0.7","10.0","0.7","11.0","0.7","4.9","0.5","4.8","0.4","46116","1224","69025","1755","44.9","(X)","(X)","(X)","(X)","(X)","325909","6841","7.8","0.8","4.0","0.7","11.2","1.0","10.4","1.0","12.2","1.2","17.5","1.1","10.9","1.0","13.2","1.0","6.3","0.8","6.5","0.5","55109","2033","81730","2413","(X)","(X)","48.9","(X)","(X)","(X)","167375","5771","2.0","0.5","2.3","0.7","5.9","0.9","7.5","1.1","11.3","1.3","16.9","1.6","13.5","1.5","18.9","1.6","10.2","1.3","11.5","1.0","81962","2581","112730","4140","(X)","(X)","(X)","(X)","(X)","(X)","282324","7132","20.2","1.4","8.8","0.9","13.3","1.2","9.7","0.9","11.2","1.1","15.0","1.1","8.7","1.1","7.9","0.9","2.7","0.5","2.5","0.5","32290","1608","51590","2587","(X)","(X)","(X)","(X)","39.2","(X)"
"0500000US42107","Schuylkill County, Pennsylvania","58458","1601","7.2","1.5","6.5","1.6","13.1","2.0","10.8","1.8","13.6","2.0","18.6","2.4","12.4","1.8","11.3","1.8","3.8","1.1","2.6","0.8","48458","3353","63833","3413","37.9","(X)","(X)","(X)","(X)","(X)","36189","1593","5.4","1.8","2.0","1.0","7.8","2.1","9.8","2.1","13.4","2.4","20.3","2.9","17.0","2.5","15.4","2.7","5.3","1.6","3.5","1.1","65412","4740","76389","4189","(X)","(X)","36.5","(X)","(X)","(X)","25450","1532","1.3","1.0","0.9","0.5","6.3","2.1","8.3","2.3","11.9","2.2","20.1","3.1","19.3","3.0","19.5","3.6","7.4","2.2","4.8","1.5","76403","4238","N","N","(X)","(X)","(X)","(X)","(X)","(X)","22269","1743","12.2","3.0","12.9","3.5","22.8","4.0","13.2","3.2","13.8","3.3","15.9","3.6","3.9","1.7","4.0","1.8","0.1","0.1","1.2","0.9","26446","2740","39966","5000","(X)","(X)","(X)","(X)","39.8","(X)"
"0500000US42111","Somerset County, Pennsylvania","28796","1255","5.1","1.4","3.9","1.1","11.7","2.0","13.7","2.7","13.8","2.6","20.5","2.9","15.1","2.3","10.9","1.9","2.6","1.2","2.7","0.7","50988","2164","67581","4821","26.9","(X)","(X)","(X)","(X)","(X)","20003","1319","2.8","1.4","1.6","0.7","6.3","1.9","10.4","2.9","16.0","3.7","23.2","4.0","19.5","3.3","14.0","2.8","3.3","1.6","2.8","0.9","61160","4098","73522","5079","(X)","(X)","26.4","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","70456","5388","N","N","(X)","(X)","(X)","(X)","(X)","(X)","8793","1003","11.8","3.9","9.7","3.3","23.3","4.8","21.6","6.8","12.4","3.8","10.7","4.0","4.9","2.4","2.2","1.2","1.1","1.0","2.4","1.1","28103","2787","50789","10309","(X)","(X)","(X)","(X)","27.0","(X)"
"0500000US42125","Washington County, Pennsylvania","85835","1617","5.5","1.0","4.3","1.0","8.3","1.4","9.1","1.6","12.6","1.7","18.2","2.0","13.1","1.6","15.1","1.5","7.5","1.0","6.3","1.2","63251","2265","84968","4309","38.4","(X)","(X)","(X)","(X)","(X)","54054","2051","2.6","0.8","1.8","0.7","4.0","1.1","6.7","1.6","9.9","1.6","20.0","2.4","16.3","2.2","19.5","2.0","10.8","1.5","8.4","1.7","80107","3214","102065","4623","(X)","(X)","40.4","(X)","(X)","(X)","43629","2036","1.3","0.6","0.7","0.5","1.9","0.7","5.6","1.6","9.0","1.6","19.7","2.6","17.9","2.5","22.1","2.4","11.9","1.8","9.9","2.2","90539","3962","111649","5283","(X)","(X)","(X)","(X)","(X)","(X)","31781","2010","11.4","2.4","8.7","2.2","16.0","3.0","13.4","2.9","17.2","3.5","14.8","3.2","7.6","2.2","6.9","2.3","1.8","1.3","2.2","1.3","35398","3525","53402","8586","(X)","(X)","(X)","(X)","34.2","(X)"
"0500000US42129","Westmoreland County, Pennsylvania","150368","2541","5.2","0.7","4.2","0.7","9.4","0.9","10.3","1.1","13.5","1.3","18.2","1.5","12.6","1.2","16.0","1.4","6.1","0.9","4.5","0.8","58471","2488","77136","2745","32.5","(X)","(X)","(X)","(X)","(X)","97065","2913","3.1","1.0","1.6","0.5","4.3","0.7","6.9","1.2","12.3","1.5","19.8","1.8","15.7","1.6","21.7","2.0","8.6","1.3","5.9","1.1","76925","2230","92553","3019","(X)","(X)","31.7","(X)","(X)","(X)","78034","2890","0.8","0.4","0.7","0.4","2.7","0.6","5.1","1.0","11.6","1.5","19.1","2.0","17.1","1.8","25.8","2.2","10.0","1.6","7.1","1.3","88648","3759","N","N","(X)","(X)","(X)","(X)","(X)","(X)","53303","3145","10.1","1.6","9.4","1.8","19.0","2.3","17.1","2.0","16.8","2.4","13.7","2.3","6.4","1.4","4.6","1.3","0.9","0.5","1.9","0.9","31861","1832","46395","4307","(X)","(X)","(X)","(X)","33.4","(X)"
"0500000US42133","York County, Pennsylvania","173958","2155","4.6","1.0","3.6","0.8","7.7","0.8","9.1","1.1","12.5","1.2","19.8","1.6","14.5","1.1","16.6","1.3","6.8","1.0","4.7","0.7","65239","2771","83566","2996","31.4","(X)","(X)","(X)","(X)","(X)","120331","3147","3.1","0.9","1.2","0.5","3.9","0.9","8.2","1.1","10.9","1.5","20.1","1.8","16.6","1.4","20.6","1.8","9.6","1.4","5.7","1.0","78263","2709","95382","3208","(X)","(X)","31.9","(X)","(X)","(X)","92539","3472","1.0","0.5","0.5","0.3","2.3","0.6","6.2","1.0","8.5","1.5","19.9","2.3","18.2","1.6","24.8","2.2","11.7","1.7","7.0","1.2","90574","2827","107224","3462","(X)","(X)","(X)","(X)","(X)","(X)","53627","2892","9.3","2.3","9.5","2.2","16.8","2.3","12.7","2.2","17.2","2.8","18.1","2.8","8.4","1.9","5.8","1.5","0.5","0.4","1.8","0.8","36159","2664","51926","5185","(X)","(X)","(X)","(X)","29.1","(X)"
"0500000US44003","Kent County, Rhode Island","69115","1534","5.7","1.5","3.1","1.0","7.0","1.4","6.9","1.8","12.9","2.6","19.6","2.6","11.6","2.0","19.9","2.5","6.0","1.4","7.2","1.5","68994","5028","89183","5708","33.6","(X)","(X)","(X)","(X)","(X)","42333","2264","2.0","0.9","1.0","0.9","3.1","1.3","5.6","1.9","9.8","2.6","21.5","3.4","14.0","2.7","23.4","3.3","8.7","2.3","10.8","2.4","87068","6554","110916","8692","(X)","(X)","35.0","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","99920","10322","N","N","(X)","(X)","(X)","(X)","(X)","(X)","26782","2318","11.8","3.9","7.3","2.5","13.2","3.0","10.5","3.5","16.9","4.2","19.2","4.3","6.6","2.4","12.3","3.3","1.3","1.0","0.8","0.7","39878","3445","50432","4041","(X)","(X)","(X)","(X)","30.6","(X)"
"0500000US44005","Newport County, Rhode Island","34316","1563","3.7","1.6","5.2","2.1","6.0","2.2","7.7","2.2","10.4","2.5","14.1","2.8","8.5","2.0","19.2","3.6","14.2","3.3","11.1","2.4","83822","11620","112309","9558","37.5","(X)","(X)","(X)","(X)","(X)","20562","1608","0.6","0.6","2.3","2.0","2.8","2.0","6.8","2.4","8.5","3.4","12.0","3.6","9.4","3.0","22.6","4.7","19.0","4.3","16.0","3.6","116798","12774","135891","10853","(X)","(X)","36.4","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","127759","11573","N","N","(X)","(X)","(X)","(X)","(X)","(X)","13754","1281","8.2","4.1","10.5","4.5","9.9","3.6","9.0","3.8","14.7","4.7","15.8","4.6","7.8","2.7","14.3","4.5","6.4","4.6","3.3","2.0","47679","7931","75476","16219","(X)","(X)","(X)","(X)","37.8","(X)"
"0500000US44007","Providence County, Rhode Island","237038","3238","8.6","1.2","6.1","0.9","10.2","1.2","8.6","1.3","11.0","1.2","17.3","1.4","12.7","1.3","14.7","1.3","6.0","0.8","4.8","0.6","56461","1948","74206","2521","40.9","(X)","(X)","(X)","(X)","(X)","138683","3439","5.1","1.3","3.1","0.8","7.7","1.5","7.7","1.4","9.5","1.4","17.1","1.9","15.6","1.8","19.0","1.8","8.3","1.3","6.8","1.0","74420","3478","89677","3812","(X)","(X)","43.1","(X)","(X)","(X)","88731","4052","1.7","0.8","0.9","0.5","4.2","1.3","5.4","1.6","7.4","1.6","17.1","2.2","17.1","2.3","25.4","2.5","11.1","1.8","9.7","1.7","92406","5549","N","N","(X)","(X)","(X)","(X)","(X)","(X)","98355","4558","15.2","2.1","10.7","1.7","14.6","2.2","9.8","2.0","13.3","1.9","17.1","2.1","7.6","1.4","7.6","1.2","2.3","0.9","1.8","0.5","34635","2662","48861","2466","(X)","(X)","(X)","(X)","36.0","(X)"
"0500000US44009","Washington County, Rhode Island","47680","1937","2.7","1.3","3.6","1.4","3.5","1.1","7.0","2.3","8.0","1.7","17.1","2.7","13.7","2.7","22.8","3.1","10.3","2.0","11.4","2.1","89847","6274","112267","6720","37.3","(X)","(X)","(X)","(X)","(X)","33596","2044","1.3","1.3","1.6","1.3","2.9","1.3","5.4","2.4","6.3","2.0","13.7","2.7","17.2","3.9","25.6","4.2","11.5","2.4","14.4","3.1","101842","8998","127734","9657","(X)","(X)","36.7","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","116999","6279","N","N","(X)","(X)","(X)","(X)","(X)","(X)","14084","1487","8.4","4.1","8.1","3.3","6.6","3.0","9.8","3.2","12.8","4.5","25.0","6.4","7.6","3.3","13.3","4.5","4.8","2.6","3.7","2.3","53992","7953","68536","7112","(X)","(X)","(X)","(X)","38.4","(X)"
"0500000US45003","Aiken County, South Carolina","68609","1761","7.3","1.9","5.6","1.6","11.3","2.6","8.4","2.1","14.8","2.8","19.2","2.7","12.4","2.2","12.0","2.2","5.2","1.3","3.8","1.1","51932","3306","70625","4831","35.5","(X)","(X)","(X)","(X)","(X)","44856","2693","3.2","1.8","2.1","1.4","9.2","2.5","7.8","2.4","13.6","3.4","21.0","3.2","13.9","2.8","16.8","2.9","7.2","1.9","5.2","1.6","66307","3347","82153","4815","(X)","(X)","37.3","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","81207","8926","N","N","(X)","(X)","(X)","(X)","(X)","(X)","23753","2686","16.6","4.4","12.2","3.8","14.7","4.9","10.1","3.4","16.3","4.1","16.7","4.2","8.2","3.5","2.8","1.5","1.4","1.1","1.1","1.0","32537","5537","47715","10547","(X)","(X)","(X)","(X)","30.9","(X)"
"0500000US45007","Anderson County, South Carolina","78500","2174","7.1","1.4","7.4","1.6","11.6","1.9","10.0","1.6","12.1","1.7","18.8","2.3","12.7","1.9","13.3","2.0","3.9","1.1","3.1","0.9","51699","3046","69079","4868","33.9","(X)","(X)","(X)","(X)","(X)","52409","2526","3.2","1.2","3.2","1.4","7.5","1.9","9.9","2.2","12.6","2.1","20.3","2.9","17.1","2.9","17.0","2.6","5.5","1.7","3.8","1.3","66536","1911","82626","6482","(X)","(X)","35.3","(X)","(X)","(X)","40700","2485","1.1","0.8","1.5","1.1","5.0","1.8","7.3","2.0","11.4","2.3","22.4","3.5","19.3","3.3","20.6","3.2","7.0","2.2","4.5","1.6","76270","3636","N","N","(X)","(X)","(X)","(X)","(X)","(X)","26091","2060","15.3","4.1","15.9","3.9","20.4","3.9","12.1","3.2","10.4","2.5","14.6","3.4","4.1","1.4","5.2","2.5","0.6","0.7","1.4","1.3","23357","4096","39502","5599","(X)","(X)","(X)","(X)","29.2","(X)"
"0500000US45013","Beaufort County, South Carolina","74679","2333","4.9","1.7","3.7","1.4","6.2","1.6","9.4","1.9","14.2","2.3","18.8","2.8","13.1","2.1","15.4","2.0","6.0","1.3","8.3","1.7","65607","2684","92193","5171","40.1","(X)","(X)","(X)","(X)","(X)","52507","2578","3.2","1.6","2.1","1.0","4.8","1.6","8.0","1.8","15.2","2.8","19.0","3.4","14.1","2.6","17.1","2.4","7.4","1.6","9.1","1.9","72733","3812","100324","7199","(X)","(X)","39.3","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","83027","6065","N","N","(X)","(X)","(X)","(X)","(X)","(X)","22172","2714","8.9","3.9","7.5","3.8","10.1","4.4","15.0","5.2","11.8","4.1","17.9","5.5","10.4","3.2","10.5","3.8","1.5","1.0","6.4","3.5","46016","8521","70127","11239","(X)","(X)","(X)","(X)","41.1","(X)"
"0500000US45015","Berkeley County, South Carolina","78168","1608","6.0","1.4","4.1","1.1","6.7","1.4","9.8","1.8","12.4","1.6","20.3","2.4","15.6","2.2","16.8","2.2","4.9","1.1","3.5","0.8","62994","4337","78381","4074","46.9","(X)","(X)","(X)","(X)","(X)","55010","2094","2.9","1.4","2.8","1.1","6.4","1.7","9.5","2.2","11.9","2.2","20.1","2.9","15.5","2.4","20.7","2.9","5.9","1.5","4.4","1.1","70574","3990","88179","5410","(X)","(X)","45.3","(X)","(X)","(X)","38925","2462","1.0","0.7","2.0","1.1","3.2","1.1","7.1","2.5","11.1","2.6","17.4","3.0","18.7","3.2","25.5","3.7","7.8","2.0","6.1","1.6","86441","6038","N","N","(X)","(X)","(X)","(X)","(X)","(X)","23158","1884","15.4","3.9","7.4","3.2","9.0","3.3","11.0","3.4","14.4","3.8","21.6","4.2","11.1","3.5","7.3","2.7","1.8","1.5","0.9","0.7","40896","4012","49908","4741","(X)","(X)","(X)","(X)","47.1","(X)"
"0500000US45019","Charleston County, South Carolina","160457","3059","5.8","1.1","2.7","0.7","10.7","1.6","8.3","1.3","11.7","1.5","17.5","1.7","12.3","1.6","14.6","1.6","6.2","1.0","10.3","1.5","63459","3872","96716","5062","40.4","(X)","(X)","(X)","(X)","(X)","93097","3756","3.5","1.3","1.4","0.8","8.2","1.7","7.7","1.8","10.1","1.6","14.9","2.5","14.4","2.4","17.2","2.1","8.3","1.6","14.4","2.0","81398","5041","118559","7838","(X)","(X)","40.9","(X)","(X)","(X)","67939","3563","1.3","0.9","0.9","0.8","4.8","1.3","4.4","1.5","7.2","1.6","13.8","2.8","15.9","2.6","21.7","2.8","10.8","2.0","19.1","2.8","103528","5744","N","N","(X)","(X)","(X)","(X)","(X)","(X)","67360","4031","9.2","2.0","4.6","1.3","14.7","2.4","10.4","2.0","14.3","2.7","19.8","2.4","9.3","2.1","10.0","2.0","3.2","1.1","4.5","1.7","45868","3428","64002","4929","(X)","(X)","(X)","(X)","39.1","(X)"
"0500000US45031","Darlington County, South Carolina","25308","1306","14.0","3.8","6.5","3.0","19.2","4.0","12.2","2.9","11.6","3.8","15.2","4.7","9.1","3.0","7.0","2.6","1.9","1.2","3.3","1.9","33521","3888","51122","4453","42.3","(X)","(X)","(X)","(X)","(X)","15322","1549","9.8","3.4","4.8","3.8","11.4","4.5","11.2","4.0","11.2","3.7","20.1","6.4","14.1","5.0","9.1","3.6","2.8","1.8","5.4","3.2","53385","11925","65356","6645","(X)","(X)","49.4","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","65539","7101","N","N","(X)","(X)","(X)","(X)","(X)","(X)","9986","1446","21.3","7.7","8.6","4.0","30.6","8.0","14.4","4.8","13.9","7.8","7.8","5.1","0.9","1.2","1.8","2.1","0.6","1.1","0.0","1.9","20024","2554","26889","4109","(X)","(X)","(X)","(X)","31.5","(X)"
"0500000US45035","Dorchester County, South Carolina","55799","1577","5.7","2.2","4.0","1.6","9.4","2.4","7.5","2.1","9.9","2.5","17.7","2.7","18.1","3.2","14.1","2.5","8.2","1.9","5.4","1.5","66438","5439","84182","6353","39.3","(X)","(X)","(X)","(X)","(X)","39863","2302","3.3","1.9","1.9","1.4","6.8","2.2","6.1","2.3","8.1","2.4","17.1","3.1","20.7","3.8","18.4","3.3","11.0","2.5","6.8","2.0","81993","4864","98782","8144","(X)","(X)","37.4","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","93669","5013","N","N","(X)","(X)","(X)","(X)","(X)","(X)","15936","1956","12.8","5.1","9.0","4.1","17.8","5.6","14.8","4.2","13.0","4.8","18.6","5.5","10.1","4.9","1.9","1.5","0.0","1.2","2.0","2.3","30646","5024","42848","5269","(X)","(X)","(X)","(X)","40.6","(X)"
"0500000US45041","Florence County, South Carolina","50518","1949","10.8","2.8","4.1","1.5","12.5","2.1","8.8","2.0","14.8","2.7","20.0","3.0","10.1","2.1","11.9","2.2","4.1","1.3","3.0","1.0","48790","3759","71363","6765","45.3","(X)","(X)","(X)","(X)","(X)","34199","2173","5.6","2.4","2.5","1.4","9.3","2.4","12.0","3.0","14.2","3.3","18.5","3.6","13.2","2.9","15.5","3.0","5.0","1.8","4.1","1.4","58418","5438","83066","8055","(X)","(X)","45.3","(X)","(X)","(X)","22953","1803","0.0","0.8","1.7","1.5","6.6","2.7","6.4","2.7","14.6","4.1","21.9","5.0","16.3","4.1","19.8","4.4","6.9","2.5","5.8","2.2","72859","9243","N","N","(X)","(X)","(X)","(X)","(X)","(X)","16319","2003","23.1","7.1","7.4","3.4","22.2","4.9","7.1","2.8","14.0","4.7","15.9","4.4","4.2","2.9","3.4","2.2","2.1","2.0","0.5","0.6","23534","5386","38212","5436","(X)","(X)","(X)","(X)","39.0","(X)"
"0500000US45045","Greenville County, South Carolina","192556","2659","6.2","0.9","4.0","0.7","8.3","1.1","10.3","1.2","12.0","1.3","19.6","1.6","13.9","1.2","14.0","1.3","5.7","0.6","5.9","0.8","61183","1550","81375","2834","29.5","(X)","(X)","(X)","(X)","(X)","124883","3471","3.3","0.9","1.9","0.6","5.4","1.1","7.9","1.3","10.9","1.4","19.6","1.9","16.4","1.7","18.7","1.6","7.9","0.9","8.1","1.1","76300","2827","98386","3519","(X)","(X)","32.6","(X)","(X)","(X)","95425","3262","1.6","0.6","0.9","0.5","2.7","0.8","5.3","1.0","9.3","1.5","20.2","2.0","18.5","2.0","22.1","2.0","9.6","1.2","9.8","1.4","87767","3087","110549","4120","(X)","(X)","(X)","(X)","(X)","(X)","67673","3615","12.1","2.0","8.4","1.9","13.4","2.0","15.6","2.4","14.7","2.6","18.9","2.6","8.6","1.7","4.6","1.2","1.7","0.8","2.0","1.1","35468","2697","48191","3306","(X)","(X)","(X)","(X)","22.8","(X)"
"0500000US45047","Greenwood County, South Carolina","27962","1123","10.5","3.2","6.6","2.6","10.0","2.9","13.4","3.1","16.5","3.7","18.7","3.8","10.6","2.9","8.0","2.5","3.2","1.7","2.4","1.4","42245","4583","60070","8259","36.4","(X)","(X)","(X)","(X)","(X)","18700","1433","7.6","3.6","2.3","1.7","6.2","2.4","15.6","4.5","15.4","4.3","23.0","4.8","13.0","4.0","11.5","3.7","2.8","1.6","2.6","1.7","52432","7428","69285","11011","(X)","(X)","35.8","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","69148","7509","N","N","(X)","(X)","(X)","(X)","(X)","(X)","9262","1211","17.9","6.9","16.3","7.2","18.0","7.0","8.0","4.2","17.5","7.3","10.0","5.3","5.2","3.0","0.9","0.9","4.0","4.3","2.1","2.5","24112","9120","40565","10432","(X)","(X)","(X)","(X)","37.8","(X)"
"0500000US45051","Horry County, South Carolina","131180","3804","5.3","1.1","5.5","1.0","11.8","1.6","12.2","1.9","16.3","1.6","21.2","1.8","10.9","1.4","11.0","1.4","2.4","0.6","3.4","0.7","49047","2005","65575","3218","31.2","(X)","(X)","(X)","(X)","(X)","81977","3700","4.0","1.2","2.6","0.9","7.7","1.5","11.9","2.3","14.3","1.9","22.7","2.5","13.7","1.8","14.7","1.8","3.3","0.9","5.0","1.1","58662","3302","78487","4065","(X)","(X)","32.1","(X)","(X)","(X)","61582","3237","1.5","0.7","1.2","0.6","5.0","1.0","9.3","2.0","12.1","2.0","24.7","2.8","17.2","2.4","18.2","2.2","4.2","1.2","6.6","1.4","69787","3072","N","N","(X)","(X)","(X)","(X)","(X)","(X)","49203","3994","8.3","2.0","10.5","2.0","19.3","3.0","13.9","2.8","19.0","3.0","17.7","2.5","6.1","1.7","3.6","1.4","0.9","0.5","0.6","0.5","33266","2945","41896","3412","(X)","(X)","(X)","(X)","29.1","(X)"
"0500000US45055","Kershaw County, South Carolina","24756","1186","6.9","2.8","6.2","2.7","8.8","3.0","13.7","3.6","12.6","3.3","24.6","5.5","9.9","3.1","11.7","3.2","3.2","1.8","2.3","1.4","51467","4058","62244","5349","31.9","(X)","(X)","(X)","(X)","(X)","17157","1484","7.2","4.1","4.6","2.8","9.4","3.8","10.2","4.2","11.2","3.9","23.1","5.1","11.2","4.1","17.1","4.4","3.3","2.2","2.7","1.8","56690","5167","68858","7701","(X)","(X)","34.8","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","69081","3862","N","N","(X)","(X)","(X)","(X)","(X)","(X)","7599","1192","8.4","4.2","9.9","5.9","9.8","4.2","20.9","7.8","15.1","5.7","26.1","11.1","6.1","4.1","1.3","1.4","1.1","1.9","1.3","2.0","35512","11037","44852","8550","(X)","(X)","(X)","(X)","24.2","(X)"
